	packet_number	captured_length	eth_dst	eth_src	highest_layer	info_line	interface_captured	ip_dst	ip_src	length	number	project_id	sniff_timestamp	tcp_dstport	tcp_srcport	tcp_stream
128	128	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=30208/118, ttl=128		82.108.30.4	192.168.1.122	75	129	1	2013-06-02 10:19:22			
129	129	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=30464/119, ttl=128		82.108.180.225	192.168.1.122	75	130	1	2013-06-02 10:19:22			
130	130	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=30720/120, ttl=128		82.108.86.150	192.168.1.122	75	131	1	2013-06-02 10:19:22			
131	131	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=30976/121, ttl=128		82.108.33.168	192.168.1.122	75	132	1	2013-06-02 10:19:22			
132	132	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=31232/122, ttl=128		82.108.116.121	192.168.1.122	75	133	1	2013-06-02 10:19:22			
133	133	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=31488/123, ttl=128		82.108.43.110	192.168.1.122	75	134	1	2013-06-02 10:19:22			
134	134	75	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	ICMP	Echo (ping) reply    id=0x0200, seq=27136/106, ttl=241 (request in 117)		192.168.1.122	82.108.11.111	75	135	1	2013-06-02 10:19:22			
135	135	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	1055 > 139 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.11.111	192.168.1.122	62	136	1	2013-06-02 10:19:22	139.0	1055.0	2.0
136	136	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=31744/124, ttl=128		82.108.182.192	192.168.1.122	75	137	1	2013-06-02 10:19:22			
137	137	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=32000/125, ttl=128		82.108.176.149	192.168.1.122	75	138	1	2013-06-02 10:19:22			
138	138	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=32256/126, ttl=128		82.108.95.220	192.168.1.122	75	139	1	2013-06-02 10:19:22			
139	139	54	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	TCP	139 > 1055 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		192.168.1.122	82.108.11.111	54	140	1	2013-06-02 10:19:22	1055.0	139.0	2.0
140	140	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=32512/127, ttl=128		82.108.80.96	192.168.1.122	75	141	1	2013-06-02 10:19:22			
141	141	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=32768/128, ttl=128		82.108.4.221	192.168.1.122	75	142	1	2013-06-02 10:19:22			
142	142	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=33024/129, ttl=128		82.108.144.134	192.168.1.122	75	143	1	2013-06-02 10:19:22			
143	143	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=33280/130, ttl=128		82.108.41.144	192.168.1.122	75	144	1	2013-06-02 10:19:22			
144	144	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=33536/131, ttl=128		82.108.57.202	192.168.1.122	75	145	1	2013-06-02 10:19:22			
145	145	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=33792/132, ttl=128		82.108.91.237	192.168.1.122	75	146	1	2013-06-02 10:19:22			
146	146	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=34048/133, ttl=128		82.108.12.92	192.168.1.122	75	147	1	2013-06-02 10:19:22			
147	147	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=34304/134, ttl=128		82.108.9.222	192.168.1.122	75	148	1	2013-06-02 10:19:22			
148	148	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=34560/135, ttl=128		82.108.80.160	192.168.1.122	75	149	1	2013-06-02 10:19:22			
149	149	103	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	ICMP	Destination unreachable (Host unreachable)		192.168.1.122	82.108.62.153	103	150	1	2013-06-02 10:19:22			
150	150	103	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	ICMP	Destination unreachable (Host unreachable)		192.168.1.122	82.108.62.153	103	151	1	2013-06-02 10:19:22			
151	151	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=34816/136, ttl=128		82.108.82.236	192.168.1.122	75	152	1	2013-06-02 10:19:22			
152	152	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=35072/137, ttl=128		82.108.164.72	192.168.1.122	75	153	1	2013-06-02 10:19:22			
153	153	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	[TCP Retransmission] 1055 > 139 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.11.111	192.168.1.122	62	154	1	2013-06-02 10:19:22	139.0	1055.0	2.0
154	154	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=35328/138, ttl=128		82.108.102.113	192.168.1.122	75	155	1	2013-06-02 10:19:22			
155	155	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=35584/139, ttl=128		82.108.174.232	192.168.1.122	75	156	1	2013-06-02 10:19:22			
156	156	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=35840/140, ttl=128		82.108.71.153	192.168.1.122	75	157	1	2013-06-02 10:19:22			
157	157	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=36096/141, ttl=128		82.108.149.183	192.168.1.122	75	158	1	2013-06-02 10:19:22			
158	158	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=36352/142, ttl=128		82.108.115.214	192.168.1.122	75	159	1	2013-06-02 10:19:22			
159	159	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=36608/143, ttl=128		82.108.116.208	192.168.1.122	75	160	1	2013-06-02 10:19:22			
160	160	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=36864/144, ttl=128		82.108.197.116	192.168.1.122	75	161	1	2013-06-02 10:19:22			
161	161	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=37120/145, ttl=128		82.108.143.188	192.168.1.122	75	162	1	2013-06-02 10:19:22			
162	162	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=37376/146, ttl=128		82.108.158.15	192.168.1.122	75	163	1	2013-06-02 10:19:22			
163	163	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=37632/147, ttl=128		82.108.74.61	192.168.1.122	75	164	1	2013-06-02 10:19:22			
164	164	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=37888/148, ttl=128		82.108.163.60	192.168.1.122	75	165	1	2013-06-02 10:19:22			
165	165	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=38144/149, ttl=128		82.108.26.218	192.168.1.122	75	166	1	2013-06-02 10:19:22			
166	166	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=38400/150, ttl=128		82.108.4.131	192.168.1.122	75	167	1	2013-06-02 10:19:22			
167	167	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=38656/151, ttl=128		82.108.195.79	192.168.1.122	75	168	1	2013-06-02 10:19:22			
168	168	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=38912/152, ttl=128		82.108.101.41	192.168.1.122	75	169	1	2013-06-02 10:19:22			
169	169	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=39168/153, ttl=128		82.108.140.26	192.168.1.122	75	170	1	2013-06-02 10:19:22			
170	170	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=39424/154, ttl=128		82.108.235.196	192.168.1.122	75	171	1	2013-06-02 10:19:22			
171	171	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=39680/155, ttl=128		82.108.237.245	192.168.1.122	75	172	1	2013-06-02 10:19:22			
172	172	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=39936/156, ttl=128		82.108.93.122	192.168.1.122	75	173	1	2013-06-02 10:19:22			
173	173	54	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	TCP	139 > 1055 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		192.168.1.122	82.108.11.111	54	174	1	2013-06-02 10:19:22	1055.0	139.0	2.0
174	174	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=40192/157, ttl=128		82.108.79.242	192.168.1.122	75	175	1	2013-06-02 10:19:22			
175	175	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=40448/158, ttl=128		82.108.87.117	192.168.1.122	75	176	1	2013-06-02 10:19:22			
176	176	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=40704/159, ttl=128		82.108.72.36	192.168.1.122	75	177	1	2013-06-02 10:19:22			
177	177	70	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	ICMP	Time-to-live exceeded (Time to live exceeded in transit)		192.168.1.122	82.108.93.209	70	178	1	2013-06-02 10:19:22			
178	178	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=40960/160, ttl=128		82.108.141.130	192.168.1.122	75	179	1	2013-06-02 10:19:22			
179	179	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=41216/161, ttl=128		82.108.22.110	192.168.1.122	75	180	1	2013-06-02 10:19:23			
180	180	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=41472/162, ttl=128		82.108.207.114	192.168.1.122	75	181	1	2013-06-02 10:19:23			
181	181	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=41728/163, ttl=128		82.108.147.70	192.168.1.122	75	182	1	2013-06-02 10:19:23			
182	182	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=41984/164, ttl=128		82.108.154.154	192.168.1.122	75	183	1	2013-06-02 10:19:23			
183	183	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=42240/165, ttl=128		82.108.177.25	192.168.1.122	75	184	1	2013-06-02 10:19:23			
184	184	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=42496/166, ttl=128		82.108.77.113	192.168.1.122	75	185	1	2013-06-02 10:19:23			
185	185	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=42752/167, ttl=128		82.108.134.77	192.168.1.122	75	186	1	2013-06-02 10:19:23			
186	186	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=43008/168, ttl=128		82.108.36.134	192.168.1.122	75	187	1	2013-06-02 10:19:23			
187	187	75	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	ICMP	Echo (ping) reply    id=0x0200, seq=42496/166, ttl=240 (request in 185)		192.168.1.122	82.108.77.113	75	188	1	2013-06-02 10:19:23			
188	188	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=43264/169, ttl=128		82.108.77.113	192.168.1.122	75	189	1	2013-06-02 10:19:23			
189	189	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=43520/170, ttl=128		82.108.220.154	192.168.1.122	75	190	1	2013-06-02 10:19:23			
190	190	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=43776/171, ttl=128		82.108.102.159	192.168.1.122	75	191	1	2013-06-02 10:19:23			
191	191	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=44032/172, ttl=128		82.108.103.48	192.168.1.122	75	192	1	2013-06-02 10:19:23			
192	192	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=44288/173, ttl=128		82.108.99.166	192.168.1.122	75	193	1	2013-06-02 10:19:23			
193	193	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=44544/174, ttl=128		82.108.142.212	192.168.1.122	75	194	1	2013-06-02 10:19:23			
194	194	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=44800/175, ttl=128		82.108.20.125	192.168.1.122	75	195	1	2013-06-02 10:19:23			
195	195	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=45056/176, ttl=128		82.108.132.31	192.168.1.122	75	196	1	2013-06-02 10:19:23			
196	196	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=45312/177, ttl=128		82.108.239.25	192.168.1.122	75	197	1	2013-06-02 10:19:23			
197	197	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=45568/178, ttl=128		82.108.8.183	192.168.1.122	75	198	1	2013-06-02 10:19:23			
198	198	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=45824/179, ttl=128		82.108.105.209	192.168.1.122	75	199	1	2013-06-02 10:19:23			
199	199	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=46080/180, ttl=128		82.108.70.134	192.168.1.122	75	200	1	2013-06-02 10:19:23			
200	200	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=46336/181, ttl=128		82.108.231.17	192.168.1.122	75	201	1	2013-06-02 10:19:23			
201	201	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=46592/182, ttl=128		82.108.79.214	192.168.1.122	75	202	1	2013-06-02 10:19:23			
202	202	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=46848/183, ttl=128		82.108.176.91	192.168.1.122	75	203	1	2013-06-02 10:19:23			
203	203	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=47104/184, ttl=128		82.108.42.194	192.168.1.122	75	204	1	2013-06-02 10:19:23			
204	204	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=47360/185, ttl=128		82.108.176.244	192.168.1.122	75	205	1	2013-06-02 10:19:23			
205	205	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=47616/186, ttl=128		82.108.134.176	192.168.1.122	75	206	1	2013-06-02 10:19:23			
206	206	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=47872/187, ttl=128		82.108.84.191	192.168.1.122	75	207	1	2013-06-02 10:19:23			
207	207	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	[TCP Retransmission] 1055 > 139 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.11.111	192.168.1.122	62	208	1	2013-06-02 10:19:23	139.0	1055.0	2.0
208	208	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=48128/188, ttl=128		82.108.77.223	192.168.1.122	75	209	1	2013-06-02 10:19:23			
209	209	75	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	ICMP	Echo (ping) reply    id=0x0200, seq=43264/169, ttl=240 (request in 189)		192.168.1.122	82.108.77.113	75	210	1	2013-06-02 10:19:23			
210	210	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	1056 > 139 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.77.113	192.168.1.122	62	211	1	2013-06-02 10:19:23	139.0	1056.0	3.0
211	211	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=48384/189, ttl=128		82.108.145.116	192.168.1.122	75	212	1	2013-06-02 10:19:23			
212	212	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=48640/190, ttl=128		82.108.217.135	192.168.1.122	75	213	1	2013-06-02 10:19:23			
213	213	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=48896/191, ttl=128		82.108.63.248	192.168.1.122	75	214	1	2013-06-02 10:19:23			
214	214	54	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	TCP	139 > 1055 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		192.168.1.122	82.108.11.111	54	215	1	2013-06-02 10:19:23	1055.0	139.0	2.0
215	215	54	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	TCP	139 > 1056 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		192.168.1.122	82.108.77.113	54	216	1	2013-06-02 10:19:23	1056.0	139.0	3.0
216	216	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=49152/192, ttl=128		82.108.52.146	192.168.1.122	75	217	1	2013-06-02 10:19:23			
217	217	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=49408/193, ttl=128		82.108.19.97	192.168.1.122	75	218	1	2013-06-02 10:19:23			
218	218	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=49664/194, ttl=128		82.108.99.143	192.168.1.122	75	219	1	2013-06-02 10:19:23			
219	219	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=49920/195, ttl=128		82.108.8.196	192.168.1.122	75	220	1	2013-06-02 10:19:23			
220	220	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=50176/196, ttl=128		82.108.127.108	192.168.1.122	75	221	1	2013-06-02 10:19:23			
221	221	75	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	ICMP	Echo (ping) reply    id=0x0200, seq=49408/193, ttl=51 (request in 218)		192.168.1.122	82.108.19.97	75	222	1	2013-06-02 10:19:23			
222	222	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=50432/197, ttl=128		82.108.19.97	192.168.1.122	75	223	1	2013-06-02 10:19:23			
223	223	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=50688/198, ttl=128		82.108.185.39	192.168.1.122	75	224	1	2013-06-02 10:19:23			
224	224	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=50944/199, ttl=128		82.108.72.68	192.168.1.122	75	225	1	2013-06-02 10:19:23			
225	225	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=51200/200, ttl=128		82.108.78.194	192.168.1.122	75	226	1	2013-06-02 10:19:23			
226	226	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=51456/201, ttl=128		82.108.166.194	192.168.1.122	75	227	1	2013-06-02 10:19:23			
227	227	75	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	ICMP	Echo (ping) reply    id=0x0200, seq=50432/197, ttl=51 (request in 223)		192.168.1.122	82.108.19.97	75	228	1	2013-06-02 10:19:23			
228	228	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	1057 > 139 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.19.97	192.168.1.122	62	229	1	2013-06-02 10:19:23	139.0	1057.0	4.0
229	229	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=51712/202, ttl=128		82.108.140.72	192.168.1.122	75	230	1	2013-06-02 10:19:23			
230	230	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	[TCP Retransmission] 1056 > 139 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.77.113	192.168.1.122	62	231	1	2013-06-02 10:19:23	139.0	1056.0	3.0
231	231	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=51968/203, ttl=128		82.108.152.53	192.168.1.122	75	232	1	2013-06-02 10:19:23			
232	232	75	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	ICMP	Echo (ping) reply    id=0x0200, seq=50176/196, ttl=48 (request in 221)		192.168.1.122	82.108.127.108	75	233	1	2013-06-02 10:19:23			
233	233	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=52224/204, ttl=128		82.108.127.108	192.168.1.122	75	234	1	2013-06-02 10:19:23			
234	234	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=52480/205, ttl=128		82.108.205.152	192.168.1.122	75	235	1	2013-06-02 10:19:23			
235	235	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=52736/206, ttl=128		82.108.5.64	192.168.1.122	75	236	1	2013-06-02 10:19:23			
236	236	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=52992/207, ttl=128		82.108.24.134	192.168.1.122	75	237	1	2013-06-02 10:19:23			
237	237	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=53248/208, ttl=128		82.108.225.10	192.168.1.122	75	238	1	2013-06-02 10:19:23			
238	238	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=53504/209, ttl=128		82.108.119.224	192.168.1.122	75	239	1	2013-06-02 10:19:23			
239	239	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=53760/210, ttl=128		82.108.120.50	192.168.1.122	75	240	1	2013-06-02 10:19:23			
240	240	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=54016/211, ttl=128		82.108.240.162	192.168.1.122	75	241	1	2013-06-02 10:19:23			
241	241	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=54272/212, ttl=128		82.108.230.122	192.168.1.122	75	242	1	2013-06-02 10:19:23			
242	242	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=54528/213, ttl=128		82.108.116.116	192.168.1.122	75	243	1	2013-06-02 10:19:23			
243	243	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=54784/214, ttl=128		82.108.66.44	192.168.1.122	75	244	1	2013-06-02 10:19:23			
244	244	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=55040/215, ttl=128		82.108.106.52	192.168.1.122	75	245	1	2013-06-02 10:19:23			
245	245	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=55296/216, ttl=128		82.108.72.128	192.168.1.122	75	246	1	2013-06-02 10:19:23			
246	246	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=55552/217, ttl=128		82.108.59.9	192.168.1.122	75	247	1	2013-06-02 10:19:23			
247	247	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=55808/218, ttl=128		82.108.166.170	192.168.1.122	75	248	1	2013-06-02 10:19:23			
248	248	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=56064/219, ttl=128		82.108.14.210	192.168.1.122	75	249	1	2013-06-02 10:19:23			
249	249	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=56320/220, ttl=128		82.108.36.46	192.168.1.122	75	250	1	2013-06-02 10:19:23			
250	250	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=56576/221, ttl=128		82.108.150.80	192.168.1.122	75	251	1	2013-06-02 10:19:23			
251	251	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=56832/222, ttl=128		82.108.106.118	192.168.1.122	75	252	1	2013-06-02 10:19:23			
252	252	54	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	TCP	139 > 1057 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		192.168.1.122	82.108.19.97	54	253	1	2013-06-02 10:19:23	1057.0	139.0	4.0
253	253	54	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	TCP	139 > 1056 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		192.168.1.122	82.108.77.113	54	254	1	2013-06-02 10:19:23	1056.0	139.0	3.0
254	254	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=57088/223, ttl=128		82.108.107.134	192.168.1.122	75	255	1	2013-06-02 10:19:23			
255	255	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=57344/224, ttl=128		82.108.114.157	192.168.1.122	75	256	1	2013-06-02 10:19:23			
